oid,TableID,ParentTableID,TableName,TableUserName,ParentTableName,ParentTableUserName,ValueID,ShortStringValue,LongStringValue,ParentValueID,SortIndex,Namespace,DateCreated,DateModified,IsDeleted,Author
1449DE03-DB97-11D6-A551-00B0D021E10A,1449F00C-DB97-11D6-A551-00B0D021E10A,1449DDF5-DB97-11D6-A551-00B0D021E10A,InstrumentTypes2,NULL,Instrument process function,NULL,10,FI,FI,1,0,EF,NULL,NULL,0,NULL
1449E003-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Piping commodity option,NULL,NULL,NULL,30,Miter option,Miter option,0,0,EF,NULL,NULL,0,NULL
1449E203-DB97-11D6-A551-00B0D021E10A,1449DE49-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Thickness Sources,NULL,NULL,NULL,5,By System,By System,0,0,EF,NULL,NULL,0,NULL
1449E403-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,516,"0.134"" tubing","0.134"" tubing",5,0,EF,NULL,NULL,0,NULL
1449E503-DB97-11D6-A551-00B0D021E10A,1449F0F0-DB97-11D6-A551-00B0D021E10A,1449DEA7-DB97-11D6-A551-00B0D021E10A,PressureRatings2,NULL,Pressure Ratings,NULL,235,PN5,PN5,18,0,EF,NULL,NULL,0,NULL
1449E703-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,475,FFIL,Filler flange,50,0,EF,NULL,NULL,0,NULL
1449E803-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,1780,LRRB,Reducing run and branch lateral,275,0,EF,NULL,NULL,0,NULL
1449E903-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,171,WN,Weld neck flange,40,0,EF,NULL,NULL,0,NULL
1449EA03-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,761,100,CL100,70,0,EF,NULL,NULL,0,NULL
1449EB03-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1564,Class 51 DI,"Class 51, ductile iron",75,0,EF,NULL,NULL,0,NULL
1449ED03-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,61,FFLFE,Flat-face lap-flanged end,10,0,EF,NULL,NULL,0,NULL
1449DE05-DB97-11D6-A551-00B0D021E10A,1449F00C-DB97-11D6-A551-00B0D021E10A,1449DDF5-DB97-11D6-A551-00B0D021E10A,InstrumentTypes2,NULL,Instrument process function,NULL,11,FSH,FSH,1,0,EF,NULL,NULL,0,NULL
1449E005-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Piping commodity option,NULL,NULL,NULL,35,Miscellaneous option,Miscellaneous option,0,0,EF,NULL,NULL,0,NULL
1449E205-DB97-11D6-A551-00B0D021E10A,1449DE49-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Thickness Sources,NULL,NULL,NULL,10,By User,By User,0,0,EF,NULL,NULL,0,NULL
1449E405-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,550,MATCH,Match Sch/Thk of pipe,10,0,EF,NULL,NULL,0,NULL
1449E505-DB97-11D6-A551-00B0D021E10A,1449F0F0-DB97-11D6-A551-00B0D021E10A,1449DEA7-DB97-11D6-A551-00B0D021E10A,PressureRatings2,NULL,Pressure Ratings,NULL,240,PN6,PN6,18,0,EF,NULL,NULL,0,NULL
1449E705-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,480,FCP,Flanged connecting piece,50,0,EF,NULL,NULL,0,NULL
1449E805-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,1785,L90YRB,90 degree reducing long Y-branch,275,0,EF,NULL,NULL,0,NULL
1449E905-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,173,LWN,Long weld neck flange,40,0,EF,NULL,NULL,0,NULL
1449EA05-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,762,125,CL125,70,0,EF,NULL,NULL,0,NULL
1449EB05-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1566,Class 52 DI,"Class 52, ductile iron",75,0,EF,NULL,NULL,0,NULL
1449ED05-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,71,RFLFE,Raised-face lap-flanged end,10,0,EF,NULL,NULL,0,NULL
1449DE07-DB97-11D6-A551-00B0D021E10A,1449F00C-DB97-11D6-A551-00B0D021E10A,1449DDF5-DB97-11D6-A551-00B0D021E10A,InstrumentTypes2,NULL,Instrument process function,NULL,12,FSL,FSL,1,0,EF,NULL,NULL,0,NULL
1449E007-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Piping commodity option,NULL,NULL,NULL,40,Flange type option,Flange type option,0,0,EF,NULL,NULL,0,NULL
1449E207-DB97-11D6-A551-00B0D021E10A,1449DE4B-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Composite Material,NULL,NULL,NULL,2,CS,Calcium Silicate,0,0,EF,NULL,NULL,0,NULL
1449E407-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,600,ASME Section III,ASME-III Boiler & Pressure Vessel Code - Section III - Rules for Construction of Nuclear Power Plant Components,15,0,EF,NULL,NULL,0,NULL
1449E507-DB97-11D6-A551-00B0D021E10A,1449F0F0-DB97-11D6-A551-00B0D021E10A,1449DEA7-DB97-11D6-A551-00B0D021E10A,PressureRatings2,NULL,Pressure Ratings,NULL,245,PN8,PN8,18,0,EF,NULL,NULL,0,NULL
1449E807-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,1650,TRB,Reducing branch tee,255,0,EF,NULL,NULL,0,NULL
1449E907-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,175,SO,Slip-on flange,40,0,EF,NULL,NULL,0,NULL
1449EA07-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,763,150,CL150,70,0,EF,NULL,NULL,0,NULL
1449EB07-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1568,Class 53 DI,"Class 53, ductile iron",75,0,EF,NULL,NULL,0,NULL
1449ED07-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,81,RJLFE,Ring Type Joint-face lap-flanged end,12,0,EF,NULL,NULL,0,NULL
1449DE09-DB97-11D6-A551-00B0D021E10A,1449F00C-DB97-11D6-A551-00B0D021E10A,1449DDF5-DB97-11D6-A551-00B0D021E10A,InstrumentTypes2,NULL,Instrument process function,NULL,13,FT,FT,1,0,EF,NULL,NULL,0,NULL
1449E009-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Piping commodity option,NULL,NULL,NULL,45,Bolted-end option,Bolted-end option,0,0,EF,NULL,NULL,0,NULL
1449E209-DB97-11D6-A551-00B0D021E10A,1449DE4B-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Composite Material,NULL,NULL,NULL,3,FG,Foam Glass,0,0,EF,NULL,NULL,0,NULL
1449E409-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,605,ASME Section VIII-1,"ASME-VIII-1 Boiler and Pressure Vessel Code, Section VIII, Division 1: Design and Fabrication of Pressure Vessels",15,0,EF,NULL,NULL,0,NULL
1449E509-DB97-11D6-A551-00B0D021E10A,1449F0F0-DB97-11D6-A551-00B0D021E10A,1449DEA7-DB97-11D6-A551-00B0D021E10A,PressureRatings2,NULL,Pressure Ratings,NULL,250,PN10,PN10,18,0,EF,NULL,NULL,0,NULL
1449E809-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,1655,TRRB,Reducing run and branch tee,255,0,EF,NULL,NULL,0,NULL
1449E909-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,177,LJ,Lap joint flange,40,0,EF,NULL,NULL,0,NULL
1449EA09-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,764,175,CL175,70,0,EF,NULL,NULL,0,NULL
1449EB09-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1570,Class 54 DI,"Class 54, ductile iron",75,0,EF,NULL,NULL,0,NULL
1449ED09-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,91,STLFE,Small-tongue-face lap-flanged end,13,0,EF,NULL,NULL,0,NULL
1449DE0B-DB97-11D6-A551-00B0D021E10A,1449F00C-DB97-11D6-A551-00B0D021E10A,1449DDF5-DB97-11D6-A551-00B0D021E10A,InstrumentTypes2,NULL,Instrument process function,NULL,14,FO,FO,1,0,EF,NULL,NULL,0,NULL
1449E00B-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Piping commodity option,NULL,NULL,NULL,50,Male-end option,Male-end option,0,0,EF,NULL,NULL,0,NULL
1449E20B-DB97-11D6-A551-00B0D021E10A,1449DE4B-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Composite Material,NULL,NULL,NULL,4,UR,Urethane,0,0,EF,NULL,NULL,0,NULL
1449E40B-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,610,ASME Section VIII-2,"ASME-VIII-2 Boiler and Pressure Vessel Code, Section VIII, Division 2: Alternative Rules",15,0,EF,NULL,NULL,0,NULL
1449E50B-DB97-11D6-A551-00B0D021E10A,1449F0F0-DB97-11D6-A551-00B0D021E10A,1449DEA7-DB97-11D6-A551-00B0D021E10A,PressureRatings2,NULL,Pressure Ratings,NULL,255,PN12.5,PN12.5,18,0,EF,NULL,NULL,0,NULL
1449E80B-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,1660,TRI,Reducing instrument tee,255,0,EF,NULL,NULL,0,NULL
1449E90B-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,179,PL,Plate flange,40,0,EF,NULL,NULL,0,NULL
1449EA0B-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,765,PN6,PN6,70,0,EF,NULL,NULL,0,NULL
1449EB0B-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1572,Class 55 DI,"Class 55, ductile iron",75,0,EF,NULL,NULL,0,NULL
1449ED0B-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,92,LTLFE,Large-tongue-face lap-flanged end,13,0,EF,NULL,NULL,0,NULL
1449DE0D-DB97-11D6-A551-00B0D021E10A,1449F00C-DB97-11D6-A551-00B0D021E10A,1449DDF5-DB97-11D6-A551-00B0D021E10A,InstrumentTypes2,NULL,Instrument process function,NULL,15,FE,FE,1,0,EF,NULL,NULL,0,NULL
1449E00D-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Piping commodity option,NULL,NULL,NULL,55,Female-end option,Female-end option,0,0,EF,NULL,NULL,0,NULL
1449E20D-DB97-11D6-A551-00B0D021E10A,1449DE4B-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Composite Material,NULL,NULL,NULL,5,FBG,Fiberglass,0,0,EF,NULL,NULL,0,NULL
1449E40D-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,615,ASME B31.1,ASME-B31.1 (Power),15,0,EF,NULL,NULL,0,NULL
1449E80D-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,1665,S90YRB,90 degree reducing short Y-branch,255,0,EF,NULL,NULL,0,NULL
1449E90D-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,181,SS-SO,"Short-stub-end, slip-on flange",40,0,EF,NULL,NULL,0,NULL
1449EA0D-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,766,PN10,PN10,70,0,EF,NULL,NULL,0,NULL
1449EB0D-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,1574,Class 56 DI,"Class 56, ductile iron",75,0,EF,NULL,NULL,0,NULL
1449ED0D-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,93,SMLFE,Small-male-face lap-flanged end,13,0,EF,NULL,NULL,0,NULL
1449DE0F-DB97-11D6-A551-00B0D021E10A,1449DDF5-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Instrument process function,NULL,NULL,NULL,8,General Instrument,General Instrument,0,0,EF,NULL,NULL,0,NULL
1449E00F-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Piping commodity option,NULL,NULL,NULL,60,Mixed-end option,Mixed-end option,0,0,EF,NULL,NULL,0,NULL
1449E20F-DB97-11D6-A551-00B0D021E10A,1449DE4B-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Composite Material,NULL,NULL,NULL,6,AS,Asbestos,0,0,EF,NULL,NULL,0,NULL
1449E40F-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,620,ASME B31.2,ASME-B31.2 (Fuel Gas),15,0,EF,NULL,NULL,0,NULL
1449E80F-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,2050,RPAD,Stub-on reinforcing pad,310,0,EF,NULL,NULL,0,NULL
1449E90F-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,183,SS-LJ,"Short-stub-end, lap joint flange",40,0,EF,NULL,NULL,0,NULL
1449EA0F-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,767,200,CL200,70,0,EF,NULL,NULL,0,NULL
1449EB0F-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,870,63 Ra,63 Ra finish,80,0,EF,NULL,NULL,0,NULL
1449ED0F-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,94,LMLFE,Large-male-face lap-flanged end,13,0,EF,NULL,NULL,0,NULL
1449DE11-DB97-11D6-A551-00B0D021E10A,1449F00C-DB97-11D6-A551-00B0D021E10A,1449DDF5-DB97-11D6-A551-00B0D021E10A,InstrumentTypes2,NULL,Instrument process function,NULL,80,X,X,8,0,EF,NULL,NULL,0,NULL
1449E011-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Piping commodity option,NULL,NULL,NULL,65,Nipple option,Nipple option,0,0,EF,NULL,NULL,0,NULL
1449E211-DB97-11D6-A551-00B0D021E10A,1449DE4B-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Composite Material,NULL,NULL,NULL,7,Brick,Brick,0,0,EF,NULL,NULL,0,NULL
1449E411-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,625,ASME B31.3,ASME-B31.3 (Petroleum),15,0,EF,NULL,NULL,0,NULL
1449E811-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,2055,RPAD2,Stub-in reinforcing pad,310,0,EF,NULL,NULL,0,NULL
1449E911-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,185,SS-PL,"Short-stub-end, plate flange",40,0,EF,NULL,NULL,0,NULL
1449EA11-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,768,PN16,PN16,70,0,EF,NULL,NULL,0,NULL
1449EB11-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,871,60-100 Ra,60-100 Ra finish,80,0,EF,NULL,NULL,0,NULL
1449ED11-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,101,SGLFE,Small-groove-face lap-flanged end,14,0,EF,NULL,NULL,0,NULL
1449DE13-DB97-11D6-A551-00B0D021E10A,1449F00C-DB97-11D6-A551-00B0D021E10A,1449DDF5-DB97-11D6-A551-00B0D021E10A,InstrumentTypes2,NULL,Instrument process function,NULL,81,C,C,8,0,EF,NULL,NULL,0,NULL
1449E013-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Piping commodity option,NULL,NULL,NULL,70,Rating option,Rating option,0,0,EF,NULL,NULL,0,NULL
1449E213-DB97-11D6-A551-00B0D021E10A,1449DE4B-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Composite Material,NULL,NULL,NULL,8,CW,Cotton Wool,0,0,EF,NULL,NULL,0,NULL
1449E413-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,630,ASME B31.4,ASME-B31.4 Pipeline Transportation Systems for Liquid Hydrocarbons and Other Liquids,15,0,EF,NULL,NULL,0,NULL
1449E713-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,616,FRFILR,Reducing filler flange,65,0,EF,NULL,NULL,0,NULL
1449E813-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,2075,RWELD,Stub-on reinforcing weld,315,0,EF,NULL,NULL,0,NULL
1449E913-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,187,LS-SO,"Long-stub-end, slip-on flange",40,0,EF,NULL,NULL,0,NULL
1449EA13-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,769,250,CL250,70,0,EF,NULL,NULL,0,NULL
1449EB13-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,873,80-150 Ra,80-150 Ra finish,80,0,EF,NULL,NULL,0,NULL
1449ED13-DB97-11D6-A551-00B0D021E10A,1449F53B-DB97-11D6-A551-00B0D021E10A,1449F588-DB97-11D6-A551-00B0D021E10A,PipingEndPreps3,NULL,PipingEndPreps2,NULL,102,LGLFE,Large-groove-face lap-flanged end,14,0,EF,NULL,NULL,0,NULL
1449DE15-DB97-11D6-A551-00B0D021E10A,1449F00C-DB97-11D6-A551-00B0D021E10A,1449DDF5-DB97-11D6-A551-00B0D021E10A,InstrumentTypes2,NULL,Instrument process function,NULL,82,I/P,I/P,8,0,EF,NULL,NULL,0,NULL
1449E015-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Piping commodity option,NULL,NULL,NULL,75,Thickness option,Thickness option,0,0,EF,NULL,NULL,0,NULL
1449E215-DB97-11D6-A551-00B0D021E10A,1449DE4B-DB97-11D6-A551-00B0D021E10A,00000000-0000-0000-0000-000000000000,Insulation Composite Material,NULL,NULL,NULL,9,GW,Glass Wool,0,0,EF,NULL,NULL,0,NULL
1449E415-DB97-11D6-A551-00B0D021E10A,1449F07F-DB97-11D6-A551-00B0D021E10A,1449DE73-DB97-11D6-A551-00B0D021E10A,ScheduleThicknesses2,NULL,Schedule or Thickness Practices,NULL,635,ASME B31.5,ASME-B31.5 Refrigeration Piping and Heat Transfer Components,15,0,EF,NULL,NULL,0,NULL
1449E715-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,605,FRSW,Socket weld reducing flange,65,0,EF,NULL,NULL,0,NULL
1449E815-DB97-11D6-A551-00B0D021E10A,1449F235-DB97-11D6-A551-00B0D021E10A,1449F1EC-DB97-11D6-A551-00B0D021E10A,PipingComponentTypes3,NULL,PipingComponentTypes2,NULL,2080,RWELD2,Stub-in reinforcing weld,315,0,EF,NULL,NULL,0,NULL
1449E915-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,189,LS-LP,"Long-stub-end, lap joint flange",40,0,EF,NULL,NULL,0,NULL
1449EA15-DB97-11D6-A551-00B0D021E10A,1449F2E9-DB97-11D6-A551-00B0D021E10A,1449DFF1-DB97-11D6-A551-00B0D021E10A,PipingCommodOptions2,NULL,Piping commodity option,NULL,770,275,CL275,70,0,EF,NULL,NULL,0,NULL
